",votre cite Espace Client il n'est pas accessible !?"
",""Benmoumene Salim Mohamed"
"happy day"""
",لا أستطيع الدخول لتطبيق my idoom يقولك اسم المستخدم أو كلمة السر خاطئة"
",الانترنت راهي كاينة مجانيا إلى غاية اصلاح المشكل ..... شكرا للجزائرية للاتصالات"


",حبيت نسقسيكم حابة نخلص انترنيت نهار السبت تفتحو"
",""راهو عندكم خلل في فضاء الزبون مايدخل باش لي يحب يشحن ولا يشوف"
"وزيد my idoom نتاعكم راهو حابس"""
",ليوم مودام 4جي راه ما يمشيش ؟ ما السبب!"

"ربي يوفقك صحفي المستقبل"""
",الرابطة لا يعمل والرقم 1500 كذلك والانترنات مكانش و المشكل مزال مطول و اليوم الجمعة وغدا السبت أين الخلل"
",الربط الخاص بالدفع الكتروني Epay idoom G لا يعمل"
",التطبيق myidoom لا يعمل ؟؟؟؟"
",فضاء الزبون مكانش تروح لبريدي موب تحط رقم الفيبر يقولك مكانش !! ها فهمو رواحكم"
",""مانيش متهني منذ مدة"
كل مرة يخرج لي ميساج من تطبيقاتكم
"الخدمة غير متوفرة حاليا"""
",كل الروابط لا تعمل نرجو المساعده"
",صباح الخير،قمت بتخليص عبر بريدي موب لحقتني رسالة انه تم الاقتطاع من حسابي الجاري والانترنات على حالها لم تفعل ثم اعدت نفس العملية عبر هذا الرابط لكن دون جديد.ارجو الاهتمام في أقرب وقت وشكرا"
",كونيكسيون 4g مكانش عندها ثلاث ايام"
",الرابط لا يعمل!"
",شحال من نهار تحطم تاع 4g"
",نرجوا منكم تصلحو العطل هدا في اسرع وقت ، رانا محتاجين لنترنات"
",و انا شريت بطاقة و من البارح نستنى ، وش ندير بيها ؟"
",تم خصم يومين من الارنترنت لا أدري كيف، لخلل لست أدري كيف !في العطلة الأسبوع .اعتبر هذا سرق مقننة لأنه لا يوجد عامل انتظر إلى يوم الاحد تصبح أربعة أيام"
",نفس المشكل الموقع لا يعمل و 1500 معطلة"
",المشكلة ليست في الدفع بل في ضعف الانترنت"
",ابطاقة التعبئة غير موجودة"
",لا مواقع يتمشاو لا رقم 1500 كل شي حابس يعني كل شركات اتصالات صرى فيهم هذا الحريق استغفرالله واتوب إليه"
",ديرولنا حل، الروابط لا تعمل؟ على الاقل فعلو خدمة التعبئة الاحتياطية إلى غاية إيجاد حلول"
",Carte non existante !!"
",مفهتش خلاصتلي كونيكسيون ولا من عندكم لي راحت"
",تطبيق My idoom لا يعمل"

"سرعة الانترنت ضعيفة عندي 20ميغا في تست تخرج 10 وين راه مشكل؟"""
",الرابط لا يعمل"
",حتى الرابط هذا ومايمشيش"
",وكفاه نسلفو 96 ساعة"
",الرابط لا يشتغل حاولت عدة مرات لكن دون فائدة"
",عندي مشكل في تعبئة البطاقة"
",متفوتش الكارطا و بـ Ccp والو"
",""عند إدخال رقم البطاقة"
"تخرجلي رسالة رقم البطاقة غير موجود"""
",الخدمة عبر بريدي موب متوقفة منذ ثلاث ايام"
",شحنت عن طريق بريدي موب مودام 4g راحوا الدراهم بلا ماجات الكونيكسيو وش الحل؟؟"
",جربت ولكن لاسف ماتبانلي العملية لافاتت لا والو ويقلي البطاقة غير موجوة ممكن في هذه الحالة تفوت اوممكن لا وهنا مشكل الواحد يعود كالاعمى ماهو شايف والو"
",الموقع لا يعمل"
",Applications my idoom 1500 ou site ta3kom haja ma rahi tamchi"
",الرابط لا يعمل و زيد حنا اكتيفينا تاع 20 يوم خرجتلي بقاو 12 يوم مافهمتش علاش وليتو تنقصوا ليام ؟؟؟"
",لقد عباتي 500 دينار من بطاقة الذهبية لاكن لا توجد نت رغم خصم المال من حسابي البنكي"
",جميع الرابط لا تمشي حاولت عده مرات ولكن لا تعمل ارجو الحل سريعا لاني بدون انترنت"
",كيف أستطيع الاستفادة من خدمة التعبئة الاحتياطية و رقم 1500 لا يعمل ؟؟؟"
",كل شي معطل"
",و ما قصّة (فضاء الزّبون )فهو معطّل؟"
",الرابط لا يشتغل والحل كيفاه"
",الرابط لا يشتغل مم دون فائدة"
",اكتيفيت لانترنت ف مودام 4g و ماوصلتنيش"
",الموقع لايقبل التعبئة بلكرت"
",ما عندناش الانترنات من هذا المساء لست ادري ما السبب"
",لماذا لاأستطيع الوصول لمعلمات فضاء الزبون ويقول لي المعلمات خاطئ"
",الروابط لا تعمل"
",واش راه صاري الرحمة على والديكم??? . استهلكت 50دج وانا نتصل بالرقم 1500 لتعبئة حسابي و في كل مرة ينقطع الاتصال قبل الانتهاء من العملية جربت الاتصال بارقام محمول متعددة وحتى برقم الهاتف الثابت"
",انا شحن من الانترنت ما جازتش امبصح نحاولي الدراهم"
",التسديد غير متاح !!!"
",وكتاش يتريقل المشكل تاع ايدوملي"
",ماتفوتش"
",الرابط وفضاء الزبون لايعمل .وتعبئة الإلكترونية لي راكم تحكو عليها متوقفة عن الخدمة"
",راه عندكم مشكل"
",لا رابط لا 1500 خدمة سيئة جدا"
",الموقع مايمشيه حتى تطبيق ماي ايدوم مراهش يمشي غير الخير،"
",الرابط لايعمل"
",الدفع لا يعمل لحد الساعة"
",جميع الروابط لا تعمل"
",ردو علينا فالخاص"
",نفس المشكل حتى في الموقع شريت كارطة من بارح و انا نسيي واش نديرلها"
",حاجة ما مشات"
",شكرا لكم على الخدمات و على مساعدة"
",ريڨلونا الوضع مقدرناش ندخلو كارت 4G"
",وش من رقم لي فالبطاقة الذهبية لي يجي الاخير ورا ظهر البطاقة من فظلكم الطريقة"
",وعلاش كي نعيط 1500 مكانش"
",مرتين يتم سحب مبلغ التعبئة بدون االحصول على الانترنات، ردولنا دراهمنا"
",جميع الروابط لا تعمل!!!!!؟؟؟"
",رابط لا يعمل"
",غير متاحة ...قمت بالعملية و تم سحب المبلغ ولم اتلقى التأكيد .......مرتين"
",كل تطبيقات لاتعمل"
",بغيت نفليكسي انترنت مكانش الاتصال ارجوا حل المشكلة"
",الموقع الخاص ببطاقات بالتعبئة معطل"
",لمن استطاع إليه سبيلا"
",الرابط لا يشتغل"
",فضاء الزبون حابس ريقلوه"
",الانترنت منعدمة منذ يومين"
",ياودي سقمو سيت تاعكم محبتش تطلع الكارطة"
",قد تمت عملية التعبئة راها تمشي"
",محبتش تمشي"
",قمت بتعبئة الانترنت عبر تطبيق بريدي موب وفشلت المحاولة مرتين ولكن وصلتني رسالة من بريد الجزائر ان المبالغ خصمت هل من استفسار"
",لي شارجاو كوكانسيون ببريدي موب طلعت ولا لالا ؟؟"
",فضاء الزبون راه حاااابس"
",تطبيق my idom لا يعمل"
",عندي إشكال في الدخول إلى فضاء الزبون أين الخلل"
",تريڨل البروبلام"
",بطاقة لا تريد الشحن لماذا"
",كيفاش نطلع كارت ايدوم منيش نحكم رقم 1500"
",لا يمكن الدخول إلى الرابط هناك مشكل في الشحن"
",فما يخص دفع فاتورة الهاتف كيف يتم ذلك و شكرا ؟؟؟"
",""تطبيق my idoom لايشتغل"
"حتى الموقع كيف كيف"""
",الفيبر فالحراش من 2020 والوكالة تقولي العام لجاي نتوما دربطوكم بالفيبر رانا منتصف 2024 لا حياة لمن تنتدي adsl 20 تلحقك 8"
",""Smail Blackbox"
"problème mn 3ndhom"""
",avec des milliards de dinars de recettes vous ne pouvez pas même pas créer un site pour recharger"
",السلام عليكم راه حابس مش يمشي"
",Le lien ne fonctionne pas"
",Ayweh msbah w na nsyii"
",ما معني الكود من فضلكم"
",لماذا تطبيق ايدوم متوقف"
",اعطونا رابط واحد يعمل، كل الروابط لا تعمل، أين الخلل؟"

"Application my idoom à ce moment ne marche pas, toujours il m'affiche que le mot de passe est incorrect"""
",كل الروابط موجودة على صفحتكم لا تشتغل"
",كل طرق التعبئة موقفة واش كاين"
",Baridimob yamchi wla la?"
",ميمشيش"
",""Je n'arrive plus à me connecter sur idoom adsl, pouvez vous me dire ce qu'il se passe. Merci"""
",هل توجد طريقة لدفع الانترنت جربت كل الطرق ولكن بدون جدوى ؟؟"
",""Le lien marche très bien, merci pour le support..."
Depuis tout à l'heure j'essayais sur l'espace client...
"Inchallah salamat"""
",لايشتغل"
",Mais ça marche pas"

"الرابط لا يتيح لك عملية التعبئة بالرغم من المحاولات العديدة"""
",""Ce site est inaccessibleVérifiez si l'adresse epay-cnt.at.dz est correcte."
"S'il n'y a pas d'erreur, essayez de faire un diagnostic réseau Windows."
"DNS_PROBE_FINISHED_NXDOMAIN"""
",راني كي ندير الكود ونيميرو تاع فاكس تقولي غالط"
",الرابط لا يعمل ، تطبيق اتصالات الجزائر لا يعمل ؟؟؟؟"
",""عندي يومين باش نروشارجي كارت مافاتتش يجيني ميساج """" vous avez dépasser le nombre journalier des essais"""" ديرولنا حل"""
",انا قمت بتعبئة 6000 DA عبر تطبيق بريدي موب ولم يتم تفعيل الانترنت ادي ما الحل؟؟"
",بطاقة مبقاش يفوت ها طلقونا رباني"
",شارجيت 4g عبر epay-cnt.at.dz الدراهم تنحاو راحو والانترنات ماكاش"
",""Aujourd'hui 18 May plus rien ne fonctionne !!!"
"Ni les liens que vous donnez, ni l'espace client, ni l'espace baridinet, ni le 1500"
Rien ! Absolument rien !!! Qu'est ce qui se passe ?!!! Comment vous arrivez à gagner de l'argent avec toutes ces pannes qui prennent des semaines à réparer
"Par respect à vos clients mettez au moins un post informatif"""
",Même problème encore comme tt à l'heure"
",J'arrive pas a accéder"
",علاش قاعد يطلعلي الرقم خطأ"
",مكاه حتى حاجة تمشي"
",الربط لا يعمل"
",Ne fonctionne pas"
",Le site de l'espace client n'est pas en service."
",تخرج Carte non existante !!"
",يا جماعة لخير شكون قدر يفليكسي للمودام 4g وصلحت معاه...؟؟"
",""تم خلل ف ريزو من أجل دفع مستحقات الدفع"
"رابط 1500 لا يعمل منذ اسبوع"""
",Server Unavailable! خلص و أنت مهني"
",مواقع مايمشوش دير رقم الهاتف و الكود يحبس"
",دخلت للرابط كي دخلت البطاقة قالك الصفحة غير موجودة كي عاودت دخلت البطاقة من جديد قالك البطاقة غير موجودة ..1000 راحت فداك الشي"
",قمت بالتعبئة من باريدي موب ..تم اقتطاع جميع الرسوم ولكن لم تتم تعبئة الإنترنت !!!!!"
",نرجو ان تاخذوا بعين الاعتبار الزبائن الذين تنتهي اشتراكتهم اليوم و هم غير قادرين على تعبئة رصيدهم بسبب الخلل و العطب التقني الموجود على منصة الدفع الإلكتروني و كذالك بسبب غلق مكاتب اتصالات الجزائر بفعل يوم الجمعة ."
",رانا في تطور ملحوض لمدة 4 ايام خدم الدفع عبر بريدي موب لا تشتغل شكرا على الخدمات الراقية وعلى الانترنت القوية"
",اارابط.لا يشتغل"
",Slm payement en ligne te3 la connexion rja3 yemchi?"
",التطبيق لا يشتغل و الرابط لا يعمل و الأنترنت ضعيفة"
",فضاء الزبون معطل يُرجى اصلاحه في أقرب وقت"
",Kyn application paiement mobile rhi tkhdm nrml khouty"
",علاه فضاء زبون معطل ؟؟"
",افتحوا خاصية التعليق بالصور باه نوريكم التدفق الحقيقي تاعكم"
",سيت تاع تخلاص محبش يمشي جربت 3 من ليسيت تاعكم جدد و والو ريقلونا"
",البطاقة لا تمر"
",الرابط يقلي رقم الهاتف غالط"

"لماذا عطلتم خدمة التعبئة الإحتاطية عبر صفحتكم فضاء الزبون وتطبيق my doom. !!?"""
",CA MARCHE PAS"
",problème Carte non existante !!"
",Votreapplication IDOOM ne répond pas au paiement de mon abonnement Internet Quel est le problème ?"
",Rien ne marche"
",في بلادي كل شيء فيه خلل"
",""الموقع لا يعمل '' بطاقة غير موجودة ؟"
"'"""



",رقم 1500 لايعمل و خدمة الشحن معطلة !!!!"
",My idoom ne s'ouvre pas depuis hier soir"
",وقتاه ترجع خدمة شحن الانترنت"
",قمت بتعبئة خط idoom 4g lte اليوم صباحا عن طريق بطاقة الذهبية ' وقد تم خصم المبلغ 1500 دج من رصيدي لكن لم تتم تعبئة الرصيد ' ارجو الرد في اقرب وقت"
",""Je n'arrive pas à télécharger à travers le lien que vous avez donné !"
"Ça ne marche pas"""
",السلام عليكم وجدت مشكلة في ادخال رقم الهاتف 4g كل مرة يكتب الرقم خاطئ"

تم سحب رصيد من الحساب البريدي لاجل تعبئة الانترنت
"لكن لم تفعل لغاية اليوم منذ الامس"""
",السلام عليكم الآن أنا أتواصل معاكم من ويفي صدصيق شريت كارط البارح ومافتتش المهم المختصر الرابط تاعكم الجديد يخرجلي الرقم خاطىء كي نحط رقمي تع 4g"

"ادخل لرابط راك تلقاه لفوق"""
",تواصلت معكم في الخاص، اذا ممكن الرد... قمت بتعبئة الرصيد حذف المبلغ من حسابي و لم يتم تفعيل الأنترنيت."
",كل روابط الدفع لا تعمل رغم تكرار المحاولة"
",عطل عطل عطل راكم غير تهدرو عندي يومين نحب نفلكسي للفضاء الزبون ل 1500كيما نتم والو مايمشي"
",""بعثتلك في الخاص جاوبوني"

",""راني نبعث في الخاص ماكمش ترد رجااء رد من فضلكم للعلاج مشكل نتاع الأنترنت"



",""يجب اضافة خاصية اتصال بهذا الموقع و تطبيق epaiement بدون انترنت"
"يعني ، كي تخلاص انترنت و مكاش رصيد باش نتصل ب 1500 , و مكاش انترنت باش نستخدم تطبيق epaiement , , كيفاش نجدد انترنت"
?
نرجو اضافة هذه الخاصية
بالمختصر اتصال ب 1500 يكون مجاني
"وتطبيق و الموقع يعمل بدون رصيد انترنت"""
",""تم خصم مبلغ 2600 من حسابي لمرتين وبتاريخين مختلفين والثانية دون اي اشعار بالرغم من التعبئة مرة واحدة"
3 اشهر وانا نجري لدرك مارجعوليش دراهمي لا داروهملي روشارش
"هاو عيب التعبئة الالكترونية في الجزائر"""



",Mafhamtch andi 15 mg ou tawsali 50 mg Win rah mochkil ou connexion khfifa grave"
",شريت كرت idome 4G كي طلعتها جاني مساج بأنه استعملت من قبل وانا شرتها جديدة اعطيني الحل كفاش"
",تهنئة العمال تصالات الجزائر"
",وينتا رحا تدخل للبليدة نص البليدة مزال معدناش فيبر يخي حالة"
",تطور ملحوظ"
",واش حكاية اشتراك 200 ميغا يلحق الا 100؟؟؟؟"
",ردو علينا في الخاص من فضلكم"
",سلام عليكم كيف اقم باستلف انترنت لندة3ايام"
",تخدمو ليوم. ؟"
",تخدمو ليوم ؟ خويا خلط في مودام يبدل مودباس راحت كونكسيون خلاص"
",وقتاش تخدمولنا فيبر في دائرات ولاية البليدة"
",متى يدخل فيبر في ولاية الاغواط حي برج سنوسي تأخرتم كثيرا"
",ريبوندو علينا"
",رهو كين تقصير في تركيب الخطوط في ولاية المسيلة ملقينة لمن نشكو"
",كل عام وموظفي اتصالات الجزائر بخير وصحة وعافيه"
",بتوفيق ونجاح والسداد"
",كل عام وجميع العمال بخير"
",""مفتاح الصفصاف نيوز"
"ديرولنا لافيبر فالصفصاف رانا بلا انترنت"""
",راني خدام"
",وين هذي لبلاصة ،والله تبانلي في تمنراست"
",""اتصالات الجزائر تهنى أصحاب مودام Idoom 4G عبر كافة ربوع الوطن تتمنى لهم"
"معاناة معا الانترنت الضعيفة سرعة 500kbps نهاراً وليلا"""
",واش من تهنئة نتوما نحيتولنا رقم 1500 باه نسلف 96وساعة مكانش"
",فضاء الزبون تعطل من جديد..... والحل!!!!!!"
",1500 ماراه يمشي و التطبيق ماراهش يمشي كيفاه رح نشارجي انترنت ؟!؟!"

بتاريخ 27اكتوبر2023 قمت بتسديد فاتورة الانترنت تحت رقم 037631281 عن طريق تطبيق بريدي موب
و تم خصم 3200دج من حسابي (مع العلم ان مبلغ الفاتورة هو 1600دج)
"و قد تقربت من وكالة بئر العاتر مرفوقا بكشف الحساب الجاري البريدي و ذلك لحل هذا الاشكال لكن لحد الان ونحن بتاريخ 02ماي 2024 و لم يتم حل هذا الاشكال"""
",""السلام عليكم"
"ممكن جواب صريح ومقنع جاو سنة 2020 دارولنا خط ارضي دفعنا ملفات لحد.ساعة مكان حتى جديد للعلم مشروع ولاىي الحل الي اجيب نتيجة نورونا به لو سمحتم"""
",كل عام وجميع العمال بألف خير"
",متى تتوفر اجهزة idoom 4glte على مستوى وكالاتكم"
",با توفيق"
",طرق دفع لا تعمل"
",الموقع لا يعمل ، كيف يمكن شحن الكارت idoom Adsl"
",الموقع البديل لي بعثتولنا مش يمشي والانترنت تخلاص على 00 كيفاش الحل معاكم ضرك؟"
",PROBLÈME PAIEMENT CARTE"
",""كيفاش نشارجي لمودام"
1500 echec de reseau
فضاء الزبون متوقف عن الخدمة
"؟!!!"""
",رقم 1500 لا يعمل"
",""اليوم تكملي الانترنت شريت كارطة ولكن كل مواقعكم لا تشتغل كيف اشحن الانترنت راني حاصل"
"حتى الموقع البديل لي درتوه مخدمليش"""
",1500 ماراه تمشي و التطبيق ماراهش يمشي كيفاه رح نشارجي انترنت ؟!؟!"
",لافيبر"
",وكتاه يلحق فيبر في سيدي عيسى قريب ليرجونس"
",اليوم 10 ماي بعد توقف التدفق ( الشهر الإهداء ) انهيار حاد في السرعة أنا عندي اشتراك 300 ميجا نزلت الآن إلى 120 ميجا نطلب من اتصالات الجزائر معالجة المشكلة بعد تجربة الشهر النتيجة أن التقنية موجودة ومتوفرة لماذا الان اتصلات الجزائر تخفض التدفق هكذا على الأقل أعطيني السرعة تاعي عندي اشتراك 300 ميجا اطلقلي 300 ميجا ."
",السلام عليكم ، عندي شهرين و نصف من ركبت الألياف البصرية و لحد الساعة لم يوضع حيز الخدمة"
",بعتلك رسالة فالخاص ان شاءالله ترد علينا"
",والله غير كاره حياتي نخلص دراهم ومانكونكتيش ADSL شاعلة والانترنات ضعيفة adsl يطفى وشعل وحدو اعطونا حقنا ومنحتاجو حتى حاجة اخرة حاب"
",عندي 5 اشهر ملي راني مخلص خط جديد 020 فيبر عطوني مودام لى حد الان مزل مركبوليش كابل كل ما نروح ليهم يقلولي مكاش كابل راح نهبل من هد لكدب ديالهم"
",مشكل نقص خيط الألياف البصرية على مستوى عين البنيان و ما جاورها ، ما هو الحل ؟؟"
",ما مصير الزبائن الذين اشتركوا في الفيبر في بداية العملية و إتصالات الجزائر باعت لهم مدام نوعية رديئة غير مطابق للتدفقات العالية حيث لا يتجاوز 40 méga. والغريب في الأمر تطلب منهم الاشتراك في التدفقات 100 méga وما فوق. ومنهم رغما عنهم اشتروا مدام ب14000 دج. لكي يستفيد من التدفقات العالية. السؤال المطروح من يتجمل هذي المصاريف؟"
",كيفاه نعرف بلي زادوني 1Gbps"
",إتصالات الجزائر تواصلنا معكم عبر الخاص مرارا وتكرارا وما زلنا نتواصل معكم نفس الوعود نفس الحديث يبدو انه لايوجد من يرد فقط هو برنامج مثل الذكاء الاصطناعي _هذا أن وجد حقا هذا الذكاء_وفي الخير يطلب من الزبون بالتواصل مع الوكالة التجاري الخاصة بتلك المدينة اذا لماذا التواصل اصلا بالخاص يعني اللي بعيد عليه هذي الوكالة لازم يضيع نهار او اكثر ويجد نفس الوعود اين الاحترافي والمصداقية والجهوزية والسرعة والنية في خدمة الزبون!!!!!"
",نريد تغطية بلدية الصبحة ولاية الشلف بالفايبر"
",Sa fais 15 jours Meli khalesna w 3tawna l Modem w mzl maderenouch l'installation"
",Adsl راها غير تنقص"
",صحاب المودام idoom4g وقتاش تحسنولهم الانترنت راه صغط كبير على ابراج الشبكة وسرعة لاتتجاوز 10ميغا وقت الفجر"
",تولهو معانا شوية حنا جماعة adsl رانا مغبونين بزاف"
",راني قريب نحرقو ونا نطفي ونشعل ومزال حالة كيمة هي"
",""ضرك راهي عندي سرعة التدفق 4ميغا"
"وساعة كاينة وساعة تروح ...المهم ديرو فينا رايكم وصاي"""
",شكراااا الفايبر المخير تاع المخير"
",""Rostomia, clairval c'est pour quand la fibre ?????"""
",""لا فيبر لا adasl لا ريزو تع 4G"
"دزاير هدي منسالوش فيها؟ معندناش حق؟"""
",حنا Adsl طلعتوها ل 1Gbps"
",عندي إيدوم 4g انترنت سيأة"
",اتفكرو adsl .. وراجعو الاسعار .. راهي مرتفعة بزاف مقارنة بإختلاف العروض"
",أمسية اليوم خلل فالخطوط الهاتفية تسبب انقطاع الانترنات سببها عمال المكلفين بإنجاز واتصال ألياف البصرية إلى الحي ، للعلم العملية تسير ببطء من قبل المكلف بالمشروع"
",كيفاش ندير باش تفيق بلي طلعت"
",Ain defla centre ville في حي من اول الاحياء فالمدينة مكانش فيبر،"
",خدمة سيئة أدفع فاتورة 20 ميغا و تصلني 15 ميغا عجيب ؟؟؟؟؟؟؟؟؟؟؟؟"
",نهار كامل مكانش وانت تقول زيادة التدفق؟؟؟؟؟؟"
",والله غير كارهين حياتنا نخلص دراهم اومانكوكتيوش ADSL شاعلة أو الانترنات كاين بصح ما يمشيش و الإعلانات خليتوا بيها الدنيا أو ما وصلنا والو اعطيونا برك حقنا الي نخلصو عليه الدراهم ."
",أصحاب 4G أين هم"
",راني داير 15ميغا أديسال السرعة لاتتخطى 8ميغا ؟"
",داخلين لشهر ماي او مازالكم ب الوعود الكادبة"
",J'ai fait un test puis un autre 37 a 38 mbps"
",Bjr les modems fibre sont ils disponibles a skikda"
",""جربت و طلعت غي 50mb اين الخلل؟؟"

",سرعة المودام idoom 4g lte ضعيفة واش نديروا؟"
",Aucun changement fibre optique 20 méga aucune augmentation"
",0.84 Mega عندي"
",ممكن تفهمونا علاش عند التركيب بعض الزبائن يستفيدون من مودام نوكيا ، و الاخر مودام عادي ZTE F660 - الذي فيه مشكل إشارة الويفي ، مع العلم انا ادفع اشتراك 100ميغا و احصل على 50 ميغا كأقصى حد ، يعني وجب عليا شراء مودام اخر ب 12000 دج هل هذا معقول"
",50 mpbs"
",و ADSL؟؟؟"
",حي فيبر من الجهات عندهم وحنا في نصهم يا عجابة مكانش"
",شوفو فينا حنا جماعة adsl 20 m على الاقل نقصولنا فالاسعار"
",شكرا والله نعمة ربي يدومها. نرجو تخفيض قليل في اشتركات 300ميقا ومافوق"
",واش لازم مودام عندي الفيبر 50 ميڨا بصح الويفي ضعيف عندي المودام لمدهولي اتصالات الجزائر"
",انترنت تدفق عندي في حدود الممزل فقط متوسط كيف 1جيغا مع العلم انني نروديماري مودام ونفس المشكل"
",""ما فهمتش علاه ماكم مركزين على تعميم الفيبر ماكم مركزين على العروض الأخرى"
"انا ب ايدوم 4جي راني نتعذب"""
",و مشتركي ADSL لدفع و الانتضار"
",عندي مشكلة في المودام 4GLTE الصباح كان نورمال والعشية مبغاش يتكونيكتا وتطلع كلمة السر خاطئة رغم أنها صحيحة وجربت في شحال من تيليفون ومزالها خاطئة"
",مازادش الديبي تاعي، عندي adsl"
",انا نسكن في وسط مدينة في ولاية مليونية مزالنا في 2 ميغا ونتوما تحكو على جيجا"
",""عہلآء آلديہن"
"ن"""
",انا عندي 15 ميغا وتلحقني 11 يعني حقي وماوصلنيش. والكادو هذا قاع ماوصلنيش"
",ياو جييبوولنا الالياف البصرية عامين نستناو"
",جماعة adsl راني حاس روحي في العصر الحجري القديم"
",J'attends la fibre depuis 5ans !!! Algérie Télécom seule ne peut rien faire tant que y'a pas de vrai concurrents !!!"

"ã"""
",Fouad Lasledj"
",مع الأسف في جهتنا المؤشر الذي في الصورة يذهب في جهة اليسار !!!"
",مودم 4G لمناطق ظل غير مزود باي شبكة هل من رفع في تدفقهم ."
",ونحن الذي ليس لدينا الفايبر لماذا لا نحصل على تدفق عالي أين هي العدالة بين المشتركين"
",شوف حل لاصحاب adsl الرحمة على والديكم كشما تدفق اكثر من 20 ميغا"
",راكم سير بسك انا روديماريت صرا العكس تخلص 1000 و تكونكتي بكونكسيون تاع 30 دج"
",Download 1.63 Mega إفتجأت"
",لا يمكنني استخدام خدمة الشحن إلكتروني او الاتصال بالرقم 1500 هل يوجد مشكل ؟"
",صحاب 20ميغا معندهم والوا"
",نحتاجو عروض ل مودام 4g"
",""كل عيد وانتم بخير...في هذا اليوم المميز، نود أن نعبر عن امتناننا العميق لكل فرد منكم لجهودكم المستمرة والتزامكم بالتميز. نحن نقدر عملكم الجاد ونقدر مساهماتكم في نجاح شركتنا."
دعونا نحتفل بروح العمل الجماعي والتفاني.
"شكراً لكم على كل ما تفعلونه، ونتطلع إلى مستقبل مشرق معا"""
",رانا مازلنا في الشبكة تاع النحاس 2025 و ما فيهاش"
",يجب عليكم النظر إلى القرى المعزولة"
",""صحاب adsl, رانا نعانو في صمت ياسيدي معليش علابانا الفيبر باش يتعمم على كامل التراب الوطني لازم وقت مي اضعف الإيمان نقسو السعر تاع adsl"""
",تهدرو على سرعة التدفق و حنا من المدينة الغبية بوينان 3 ايام بلا انترنت فكرتونا في عصر كي يضرب ريح تروح انترنت"
",شكون حابسة عندو الانترنت في مودام ايدوم 4g"
",""راكم تركبولنا في القنطة الناس عندها 1جيجا و اصحاب النحاس يعانو"
"يهديكم ربي ركزو على تجديد الشبكة"""
",Ana max rahi 528 mbps"
",""عندي 15 ميغا راني نروديماري حاجة ما تغيرت عندي وكل لكلام لي قلتوه قبل ماكانش منوو ديبي ديما طايح"

",قريب نحرڤ المودام ومكان والو"
",عندي مشكل في مودام ماهوش يطلع الوفي"
",Hna adasl rakom tnaholna wtmdo lshab la fibre"
",كون تخليوها هدا ديما ماشي خير"
",لما عملية تزويد الاحياء بالفيبر بطيء لهده الدرجة المفروض كل بلدية يكون لها مقاول خاص لأشغال الفيبر"
",آخر مرة قمت بالقياس كانت السرعة 300 و لم تصل الى 1 جيقا......."
",السلام عليكم روديماريت المودام و ماطلعتليش"
",أين 4glte من هذه العروض"
",معظم المشتركين في ولاية تيميمون لا يستفدون من هاته الخدمة !!!!"
",و 4g ماتتفكروهاش باه تحسنو الريزو تيعها"
",السلام عليكم و صحاب 100 mbps Gamer كاش جديد"
",نخلص 20mega adsl و ما توصلش سرعةحتى ل10"
",و لي عندو 100 m"
",وقتاش وتكملو فيبر فڨرون شراڨة سيدي حسان"
",وقيلا نحيتوها لنتاع adsl وزدتوها لجماعة fibreراها ولات كارثة نقصت بزاف"
",الحمدالله يا ربي أول مرة درتو هدة مليحة لحقن 933 ميڨا مي فوقت الذروا فاتت 1 جيڨا صباح على 06:00"
",من يوم الي قلتكم قمنا بزيادة تدفق الانترنت يوم العيد و هي الى الاسوء"
",المودام تاعكم ما يخرجش أكثر من 93 ميڨا"
",جماعة النحاس رانا نستناو في دالتنا"
",راني قريب نحرق المودام كل مرة نروديماريه وحاجة متبدلت بالعكس السرعة زادت ضعفت."
",bs7tkom s7ab fibre"
",تلحق الليل تولي 20"
",""أنا عندي إشتراك 300 ميغا روديماريت المودام و درت تاست نفس السرعة ما تغير والو."
أين يكمن المشكل
.
"المهم عشنا و شفنا شكرا لكم."""
",غير اعطونا حقنا قيس مارانا نخلصو و يكثر خيركم"
",حنا صحاب Adsl لينا ربي"
",صحاب ADSL الهدرة ولات بالكيلو"
",اصحاب idoom غير معنين"
",و أصحاب 100 mo شحال تلحقهم"
",""عندي مودام 4G ريزو والله حبة خطرات تشعل حمرا"
"واحد يقلي قديم واحد يقلي ريزو شاهو الحل"""
",بالتوفيق ومزيد من التطور والنجاح"
",وفي أيدوم 4gكاين زياده في السرعه ولالا"
",و idoom 4g والو"
",ولي معندو لا نحاس لا fibre اخدمونا لالين تاع فيبر معديا قربل دار ب 3 مترات ومحبينش تخدمونا"
",جماعة انا درت دموند....علي مودام 4g شحال يقعد من نهار وعطولي نديه"
",عندي شهرين ونص من ركبت الألياف البصرية و لحد الساعة لم يوضع حيز الخدمة رغم تقديمي اكثر من عشرين شكوى"
",متى ستصل تقنية الألياف البصرية الى مدينة العفرون ؟"
",""ADSL"
"ساعدونا"""
",""نحن اهل القبة السفلي مزال عندنا 023 ."
ليس لنا لحد اليوم شبكة الألياف البصرية ؟
شبكتنا تتنتمي الي إتصالات الجزائر حسين داي قلونا أين هو المشكل.
"شكرا"""
