commentaire,sentiment,probleme
"Connexion faible, très mauvaise. Quand tu veux regarder un match en live ça ne marche pas. J’ai l’abonnement depuis deux ans, augmentez le débit, on est en 2024.;",négatif,problème réseau
"On a besoin de la fibre, c’est devenu un luxe pour nous, merci.;",positif,N/A
"Quant aux abonnés ADSL, ils n’existent même pas pour vous.;",neutre,N/A
"Le problème est la vitesse, elle n’atteint même pas 1 méga, c’est en kilobits.;",négatif,problème réseau
Mais la connexion est lourde.;,négatif,problème réseau
Est-ce que la recharge se fait pendant les trois jours de l’Aïd ?;,négatif,problème réseau
"Le débit Internet est catastrophique à El Madania et Bouzareah, il n’atteint même pas 1 méga, c’est quoi ça ?;",négatif,problème réseau
Il n’y a pas de bonus après la recharge.;,neutre,N/A
"D’après ce qu’on voit, notre bonus est mieux que le vôtre. On vous laisse 100 Go chaque mois qu’on n’arrive même pas à consommer à cause du débit faible, vous devriez nous remercier.;",positif,N/A
"Débit très faible, et ça avec un seul téléphone. Qu’en est-il des autres appareils ? Merci d’augmenter le débit.;",négatif,problème réseau
"Et les abonnés fibre, ils n’ont pas droit à une offre ?;",négatif,problème réseau
"Quand le débit est bon, proposez des offres. Les gens sont encore au gigaoctet et les abonnés 4G au kilooctet.;",positif,N/A
À quoi sert un débit de 1 méga qui ne l’atteint même pas ?;,négatif,problème réseau
"300 Go avec une vitesse qui ne dépasse pas 500 kilobits, à quoi ça sert ?;",négatif,problème réseau
"Je galère pour accéder à l’espace client alors que je suis un ancien abonné. Même s’il a déjà été réparé, corrigez le site d’abord, merci.;",négatif,problème réseau
Quelle est l’utilité de 300 Go si le débit est nul ?;,négatif,problème réseau
"J’ai rechargé hier, je veux jouer, vous nous empêchez ou quoi ?;",positif,N/A
"À cause du débit lent, on n’arrive même pas à consommer 40 Go.;",négatif,problème réseau
"Wow, améliorez le réseau d’abord et ensuite c’est bon.;",positif,N/A
"Apportez-nous les modems et ensuite ce sera bon, ça fait 6 mois qu’on a déposé une demande.;",positif,N/A
"Il n’y a pas de modems du tout, dans aucune des agences qu’on visite ils nous disent qu’il n’y en a pas.;",neutre,N/A
"Si je fais une recharge demain, est-ce que je bénéficie de l’offre ou faut-il le jour de l’Aïd ?;",négatif,problème réseau
"C’est étrange qu’une entreprise comme Algérie Télécom impose des offres aux clients sans les informer. Aujourd’hui je suis allé payer mon abonnement fibre 15 et j’ai trouvé qu’il est passé à 20, est-ce normal ? Merci d’éclairer les abonnés sur la page.;",négatif,problème réseau
"Faites la couverture d’abord et ensuite ce sera bon, là ça ne marche pas du tout.;",négatif,infrastructure
"300 Go mais c’est lourd surtout le vendredi, que faire avec ça ?;",négatif,problème réseau
Et il n’y a aucune offre pour la fibre non plus ?;,neutre,N/A
"Augmentez le débit, pas la quantité. La quantité reste si le débit est nul.;",négatif,autre
"J’ai rechargé maintenant, ils m’ont donné 150 Go pour 30 jours... ?;",positif,N/A
"Si je recharge aujourd’hui, puis-je bénéficier de l’offre ?;",positif,N/A
"300 Go et pas de connexion, à quoi ça sert ?;",négatif,problème réseau
"Bonjour, travaillez-vous aujourd’hui ?;",positif,N/A
À quoi servent les gigas si ça ne fonctionne pas du tout ? Gaspillage de recharge.;,négatif,problème réseau
Débit très lourd.;,négatif,problème réseau
"J’ai demandé à augmenter le débit de 15 Mbps à 20 Mbps pour la ligne fibre optique le 08/06/2024, mais jusqu’à maintenant rien n’a changé. Où est le problème ?;",neutre,N/A
"Je suis sans Internet depuis 10 jours, j’ai appelé plusieurs fois pour réparation mais personne ne répond.;",négatif,problème réseau
"J’ai un problème, j’ai acheté une carte Internet et elle ne passe pas.;",négatif,problème réseau
"La connexion est lente, on dirait que vous nous faites la charité;",neutre,N/A
Ceux dont l’abonnement est encore actif peuvent-ils bénéficier de l’offre ?;,négatif,offres commerciales
"C’est une catastrophe, trop lente, c’est incroyable;",négatif,autre
"J’ai rechargé aujourd’hui mais pas avec la carte dorée, ai-je bénéficié de l’offre ?;",négatif,facturation
"Et ceux qui ont rechargé avant l’Aïd, comment ça se passe ?;",négatif,facturation
"300 Go qui fonctionnent en kilobits, n’atteignent même pas 1 méga. Réglez votre réseau d’abord;",négatif,problème réseau
"Quand ça marche, après c’est facile;",positif,N/A
J’ai reçu un message disant que la vitesse internet a été augmentée sans mon autorisation écrite;,négatif,problème réseau
Y a-t-il encore des offres pour la fibre ou pas ?;,positif,N/A
Et ceux qui rechargent aujourd’hui ou demain bénéficient-ils de l’offre ou pas ?;,négatif,facturation
"Pourquoi vous faites toujours l’offre à 150.000 DA ? C’est une offre déjà très limitée. Une fois les gigas finis, la vitesse baisse tellement que deux personnes ne peuvent même pas se connecter. Faites d’autres offres et réduisez les prix de recharge, ou stabilisez la vitesse réduite à au moins 15 mégas;",négatif,offres commerciales
Et la fibre ???;,négatif,problème réseau
Je n’ai pas internet sur le téléphone fixe;,négatif,problème réseau
"Aujourd’hui, ça ne marche pas du tout;",négatif,autre
Peut-on passer de l’offre idoom 4G normale à idoom 4G pro ?;,positif,N/A
Il n’y a pas de carte de recharge de 150.000 DA;,négatif,problème réseau
"Donnez-nous une bonne vitesse internet, la 4G idoom est trop faible;",négatif,problème réseau
À quoi ça sert de donner 300 Go si la vitesse ne dépasse pas 1 méga ? Vous prenez les gens pour des idiots;,négatif,problème réseau
Ça fait huit jours qu’on n’a pas d’internet;,neutre,N/A
La connexion est à 0 en 4G;,négatif,problème réseau
"Le bon point, c’est que c’est valable 40 jours;",positif,N/A
"Si je recharge demain, est-ce que je recevrai le bonus ?;",négatif,problème réseau
Avec un débit de 50 kbps;,positif,N/A
"Vous pouvez donner même 1 téra, ça ne sert à rien si la 4G LTE ne dépasse pas 215 kbps. Ce qu’il faut, c’est augmenter les barres de signal;",négatif,problème réseau
Ça fait trois jours que je n’ai pas d’internet;,neutre,N/A
Internet très faible;,négatif,problème réseau
Vous l’avez fait juste pour TikTok;,négatif,problème réseau
"Oui c’est vrai, la couverture était bonne en 2018, mais plus maintenant;",positif,N/A
L’internet pour lequel on recharge est trop lente;,négatif,problème réseau
"Veuillez réparer l’application My Idoom, car depuis des mois elle ne fonctionne que pour le paiement;",négatif,problème réseau
Peut-on renouveler l’abonnement internet pour un ami qui habite loin de l’agence via le site d’Algérie Télécom et la carte dorée ?;,positif,N/A
300 Go mais ça dépasse même pas 1 méga;,négatif,problème réseau
"Internet ne marche pas du tout, elle vient une minute et disparaît;",négatif,problème réseau
"Savez-vous qu’avec une telle lenteur, même l’offre 1 To de Ramadan n’a pas atteint la moitié ?;",négatif,offres commerciales
La pire connexion 4G que vous avez;,négatif,problème réseau
"Corrigez juste l’internet, c’est tout ce qu’on demande;",négatif,problème réseau
"On a besoin de vitesse, pas seulement de gigas;",positif,N/A
Ajoutez plus;,positif,N/A
"Juste de la publicité, aucune offre réelle... J’ai rechargé 1500 et j’ai eu seulement 150 Go et 30 jours !;",négatif,facturation
"Débit inexistant, toujours sous 1 méga, peu importe ce qu’on fait, ça ne monte jamais. À quoi servent 300 Go, voire même 1000 Go, si le débit est misérable ?;",négatif,problème réseau
"Les clients fibre, rien pour eux ? Sérieusement ?;",négatif,problème réseau
"À quoi sert un gros volume si le débit est catastrophique en 4G ? Ne me demandez pas de vous contacter en privé, ça ne sert à rien, à chaque fois que je vous appelle le débit baisse encore plus.;",négatif,problème réseau
"La vitesse sur le modem ne permet même pas de regarder une vidéo de 30 secondes, c’est une catastrophe, on souffre avec ce modem. Mieux vaut l’avoir arrêté carrément.;",négatif,problème réseau
"J’ai activé l’offre avec une validité de 30 jours et un volume de 261 Go, on est encore dans la période de l’offre, alors où est le problème ?;",positif,N/A
"Nous sommes entrés dans le 14ᵉ mois sans téléphone fixe ni Internet, et aucune réaction. Et tout cela dans la wilaya de Blida, pas dans une zone reculée.;",neutre,N/A
"Yaay, c’est exactement ce qu’on voulait.;",positif,N/A
Quand se termine l’offre ?;,positif,N/A
"Votre page est restée silencieuse pendant tout le bac... Vous aussi, on dirait qu’on vous a coupé la connexion.;",neutre,N/A
"Pourquoi ne nous avez-vous pas remboursé l’argent perdu il y a deux mois à cause du bug de votre site ? 2000 DA partis en fumée, débit retiré du compte sans activation d’Internet... ?;",négatif,problème réseau
Je peux recharger le modem Idoom avec seulement 800 DA ?;,positif,N/A
Ils nous ont supprimé les commentaires. La vérité ne leur plaît pas.;,négatif,autre
Achète un modem et repose ta tête.;,positif,N/A
"J’ai rechargé 2000 DA pour ADSL via l’appli E-Paiement, 4 heures après toujours rien.;",neutre,N/A
"Votre offre m’a choqué, la connexion va et vient... débit faible.;",négatif,problème réseau
"Abonné à l’ADSL 10 Mbps, je reçois à peine 2 Mbps. Aucun intérêt de la part de l’agence commerciale à El Oued.;",négatif,problème réseau
"Débit très très faible, répété de façon exagérée, insistance sur la lenteur insupportable.;",négatif,problème réseau
"J’ai activé l’offre avec la carte Edahabia le deuxième jour de l’Aïd, et je n’ai reçu que 150 Go... Où est le problème ?;",négatif,offres commerciales
Idoom ADSL… ????;,négatif,problème réseau
"300 Go et un débit de 100 kbps, haha.;",positif,N/A
"Quelle est l’utilité quand le débit est inférieur à 500 kbps ? Ça n’a aucun sens. J’ai rechargé 1 To et la vitesse n’a même pas atteint 500 kbps. J’ai déposé une réclamation depuis plus de 5 mois, et on me dit toujours qu’elle sera traitée dans les plus brefs délais...;",négatif,problème réseau
Un débit qui ne dépasse pas 120 kbps.;,neutre,N/A
Il n'y a aucune offre pour l'ADSL.;,neutre,N/A
"Améliorez juste le débit, on en a marre de votre connexion.;",négatif,problème réseau
"Et si je recharge aujourd’hui, est-ce que je ne bénéficie pas de l’offre ?;",positif,N/A
Qu’est-ce qu’on va faire avec ça si la vitesse est de 100 kbps ?!!;,négatif,problème réseau
"Ça fait des mois que je suis sans Internet malgré de nombreuses réclamations, et jusqu’à aujourd’hui rien… le client n’est bon qu’à payer, le service c’est au bon vouloir de Dieu.;",négatif,problème réseau
Le débit de téléchargement est une catastrophe. À quoi servent 300 Go ? Même 40 Go ne s’épuisent pas tellement le réseau est faible.;,négatif,problème réseau
Quel est le prix de la puce du modem 4G ?;,positif,N/A
"Nous avons besoin d’un bon débit, au moins suffisant pour faire marcher l’IPTV sans coupure. Il y a une énorme pression sur le réseau. Internet = catastrophe.;",négatif,problème réseau
La fibre : donc moi je ne suis pas un être humain ?!;,négatif,problème réseau
"Bonjour Algérie Télécom, encore une coupure d’internet :  
- il y a 2 jours : 7h sans Internet  
- hier : 10h sans Internet  
- aujourd’hui : toujours pas d’internet !!!  
Quel est ce service qu’on paie et qui n’est pas fourni ?  
Quel est ce service où le client n’a aucune info, aucune explication, aucun service, aucune excuse, aucun dédommagement ?????;",négatif,problème réseau
"Pourquoi aujourd’hui il n’y a pas de connexion alors que j’ai rechargé ? J’ai même pris une nouvelle carte et toujours rien. Je suis à Souidania, quelle est la raison ?;",neutre,N/A
Débit faible.;,négatif,problème réseau
"Et nous les clients ADSL, on ne profite de rien du tout ??????;",négatif,problème réseau
Qui peut me prêter 4 jours d’Idoom Fibre ? Qu’il m’envoie un message.;,positif,N/A
"Quand les gigas s’épuisent, le débit devient très bas, frère.;",négatif,problème réseau
Et l’internet c’est 150 kilobits.;,positif,N/A
Mseyoune 2;,positif,N/A
"Y a-t-il un espoir qu’ils baissent les prix de l’offre 20 Mbps et 50 Mbps, ou on reste bloqués à 15 Mbps ?;",négatif,problème réseau
"Ramenez-nous les modems 4G, ils sont indisponibles !!!!!!!!!!!!;",négatif,problème réseau
Quelqu’un l’a essayée ? Qu’il nous dise.;,positif,N/A
Le bonus du Ramadan n’a toujours pas été payé.;,positif,N/A
"Moussa Sebti, je t’ai réglé ça.;",positif,N/A
Que Dieu nous aide;,positif,N/A
Quand se termine cette offre de l’Aïd ?;,négatif,offres commerciales
"Rien du tout, tout fonctionne chez vous avec le piston. J’ai déposé un dossier pour l’internet depuis Ramadan jusqu’à maintenant, aucune réponse. Aucun espoir;",neutre,N/A
"Et nous les abonnés ADSL, pas de bonus pour nous, comme d’habitude;",neutre,N/A
"Offre ON/OFF comme d’habitude, existe-t-elle ?;",positif,N/A
Meilleures offres avec Algérie Télécom : tu profites de 300 Go et il te reste 299 Go à la fin du mois !;,positif,N/A
"Pourquoi n’y a-t-il pas une réduction pour l’offre 15 Mbps ou au moins une augmentation du débit ? 2000 DA par mois pour une vitesse qui ne dépasse pas 15 Mbps, c’est trop cher;",positif,N/A
"Toutes ces offres sont inutiles avec les fils en cuivre. Mon quartier est câblé avec du cuivre depuis 1974, alors qu’à seulement 500 m les nouveaux immeubles ont la fibre depuis 2018;",négatif,offres commerciales
"Algérie Télécom, les meilleurs;",positif,N/A
"Là où j’habite il n’y a ni ADSL, ni fibre, et le signal est faible. Peut-être qu’un modem 4G LTE pourrait marcher. Trouvez-nous une solution;",négatif,problème réseau
"Salam, comment connaître le numéro de téléphone de la puce 4G ?;",positif,N/A
Répondez-nous en privé;,positif,N/A
"Avec la fibre, vive la vie. Occupez-vous un peu de l’ADSL, on devient fous !;",positif,N/A
"Le week-end, c’est une catastrophe niveau internet;",négatif,problème réseau
"C’est très beau de faire des annonces commerciales ou administratives, mais techniquement, avec une offre 20 Mbps je reçois entre 10 et 15 Mbps, voire moins. Et avec 50 Mbps c’est pareil. Des explications ?;",positif,N/A
Carte 50 000 DA pour 10 Mbps : combien de jours de validité ?;,négatif,problème réseau
Veuillez répondre en privé;,positif,N/A
Quelqu’un nous répond en message privé ?;,positif,N/A
"Offre 20 Mbps, ça fait presque un an que je ne reçois que 10/11 Mbps. Une solution ?;",négatif,problème réseau
"Excusez-nous, votre 4G Idoom est extrêmement lente;",négatif,problème réseau
C’est quoi le problème avec l’application My Idoom ?!!! Hors service depuis longtemps ! Algérie Télécom;,négatif,problème réseau
"Je n’ai pas la fibre, alors où est le bénéfice ?;",neutre,N/A
"Bonjour, j’ai un abonnement 12 Mbps et depuis deux jours j’ai un débit de 0.20 Mbps. J’ai changé les câbles et le modem, mais c’est toujours pareil. Pourquoi ?;",neutre,N/A
"En théorie 1 Mbps, en téléchargement réel c’est 100 kbps;",positif,N/A
Jamais vu une fibre avec autant de pertes et un ping instable...;,négatif,problème réseau
"ADSL à 1600 DA/mois, pourquoi pas de promotion ?;",positif,N/A
Répondez-nous en privé ?;,positif,N/A
"Le week-end est réservé à la fibre, nous les abonnés ADSL on galère;",négatif,problème réseau
"J’ai fait un test de débit, même avec la fibre c’est faible;",négatif,problème réseau
"On va devenir fous. J’ai rechargé pour 6500 DA, ça expire le 25/06, et il me reste 989 Go à cause de la vitesse ridicule de la 4G;",négatif,problème réseau
"Continuez ainsi, vous êtes excellents et brillants;",positif,N/A
"Et nous les abonnés 4G, à qui devons-nous nous adresser ? Trouvez une solution à notre problème svp;",positif,N/A
"ADSL, 4G... au moins baissez les prix jusqu’à ce que la fibre soit généralisée;",positif,N/A
"Vous avez augmenté le débit à 200, mais quand on le mesure c’est seulement 80;",négatif,problème réseau
Ça marche très bien (volée);,positif,N/A
"Chaque fois que je recharge mon abonnement fibre, vous réduisez les jours. Normalement c’est un mois, je viens de recharger et il m’affiche 25 jours restants;",positif,N/A
"Comment augmenter le débit de 500 Mbps à 1 Gbps, sachant que ce n’est pas proposé sur l’espace client ?;",négatif,problème réseau
"Pensez à nous, les clients ADSL. Ne nous oubliez pas, vous ne parlez que de la fibre. Pourtant les revenus de l’entreprise viennent surtout de l’ADSL, et tous les bénéfices vont à la fibre ?;",négatif,offres commerciales
Uniquement les abonnés fibre avec vos nouvelles offres ?;,positif,N/A
"Dans l’espace client, on m’indique que je peux passer à 50 Mbps alors que j’ai l’ADSL et qu’il n’y a pas de fibre dans ma région. Quelle est la solution ?;",positif,N/A
Rendez-nous Internet.;,positif,N/A
"On a demandé 20 Mbps, vous avez compté la facturation, mais le débit n’a pas encore été activé.;",négatif,problème réseau
De quelle offre parlez-vous ?;,positif,N/A
Quel est le prix pour les entreprises ?;,positif,N/A
Les services ADSL sont vraiment catastrophiques.;,négatif,problème réseau
"Que Dieu vous guide, améliorez-nous juste un peu la connexion, on la paie chaque mois pour rien du tout. C’est pas normal ça !;",négatif,problème réseau
Faites-nous une promotion sur le 10 Mbps ADSL.;,positif,N/A
"Quartier Sidi Abdelkader, Blida : toujours pas de fibre.;",neutre,N/A
"Pas de réseau, rien du tout. Mon abonnement est censé être à 50 Mbps et peut aller jusqu’à 200. Maintenant ça dépasse même pas les 10 Mbps. Pourquoi ? Fallait laisser comme avant.;",neutre,N/A
On a besoin d’offres pour Idoom ADSL. Le 10 Mbps est devenu trop lent et dépassé.;,négatif,problème réseau
"On a fait la demande, ça fait 4 mois et vous n’êtes toujours pas venus. C’est ça votre service ? Vous vous moquez de nous ?;",négatif,service client
"Problème d’accès à l’application My Idoom sur mon téléphone, réclamation faite sur Messenger avec détails ! Problème toujours pas réglé ! Merci pour votre réponse.;",positif,N/A
Répondez-nous en privé.;,positif,N/A
"Internet est faible, je l’ai payée et elle est coupée chez moi.;",négatif,problème réseau
"Mettez-nous Internet à Mankoub, ayez pitié de nos parents !;",négatif,problème réseau
"Bonne chance, l’application My Idoom ne fonctionne pas chez moi, ce n’est pas un problème général ? Alors on vous paie sans service ou comment ?;",positif,N/A
On souffre avec l’ADSL.;,négatif,problème réseau
"Le problème persiste depuis plus d’un mois et demi, quand allez-vous nous trouver une solution s’il vous plaît ?!!;",négatif,autre
L’application My Idoom ne fonctionne pas.;,négatif,problème réseau
Je vous ai envoyé un message en privé pour résoudre le problème.;,positif,N/A
"Bonne chance, l’application My Idoom ne fonctionne pas chez moi, ce n’est pas un problème général. Merci.;",positif,N/A
"Comme d’habitude, l’espace client est hors service ????;",neutre,N/A
"Nous demandons le raccordement en lignes fixes pour les zones isolées, le village El Maarefia, commune Ouled Abbas, wilaya de Chlef en est un exemple, il est à seulement 300m du réseau principal.;",positif,N/A
Coupures fréquentes d’Internet.;,négatif,problème réseau
"Je paie pour 100 Mbps, j’en reçois 50, pourquoi ?;",négatif,facturation
Où peut-on obtenir le numéro d’abonné ?;,positif,N/A
"C’est très lent, vraiment très très lent.;",négatif,autre
"On ne vous demande pas d’innover, juste d’améliorer le débit, c’est déjà beaucoup.;",neutre,N/A
"Je veux juste poser une question : j’ai augmenté à 20 Mbps ADSL, mais en test je reçois 11 Mbps. Aujourd’hui dans l’espace client, je vois qu’ils m’ont mis 50 Mbps VDSL alors que ma ligne ne supporte pas le VDSL. Quand j’ai appelé le 12, ils m’ont dit que c’est monté automatiquement. J’ai rien compris. Que dois-je faire avec eux ?;",négatif,problème réseau
"Le développement existe avec la fibre, ça nous aide beaucoup, surtout les créateurs de contenu gaming, mais vous ne l’avez donnée qu’à une partie des gens.;",positif,N/A
"Je vous ai envoyé toutes les informations demandées en privé + le numéro du responsable de l’agence commerciale. J’attends votre intervention dans les plus brefs délais, merci.;",positif,N/A
Nous espérons qu’Algérie Télécom accélère les travaux et généralise cette technologie dans toutes les régions du pays.;,positif,N/A
"Que Dieu vous guide, mettez-nous la fibre.;",positif,N/A
"J’ai fait une demande pour passer à 200 Mbps depuis l’espace client, ils disent que c’est en 24h, mais ça fait 3 jours et toujours rien.;",négatif,problème réseau
Les médecins ne vous ont pas oubliés.;,positif,N/A
L’application My Idoom ne fonctionne pas.;,négatif,problème réseau
"Idoom Fiber Gamer 1 Gb avec 600 Mb en upload… Chez nous l’upload ne dépasse pas 300, merci de résoudre ce problème.;",positif,N/A
"Le téléchargement est à 0.2 Mbps, l’upload à 15 Mbps… C’est la 4G chez moi seulement ou c’est pareil pour d’autres ?;",négatif,problème réseau
"Répondez-moi, je vous ai écrit en privé.;",positif,N/A
"L’espace client ne fonctionne pas chez moi, alors qu’il marchait normalement. À chaque fois il y a un souci avec vous, vraiment.;",neutre,N/A
"Votre réseau est mort depuis le lancement de cette offre.  
Bonjour, il y a un affaiblissement du réseau dans certaines zones alors que vous le renforcez dans d’autres.;",négatif,problème réseau
Vous installez la fibre et ensuite vous faites les offres… toute l’Algérie est encore en ADSL.;,positif,N/A
"Problème grave de débit Internet, il n’y a presque plus rien (ADSL).;",négatif,problème réseau
Je suis abonné ADSL depuis 2005 et je souffre encore.;,négatif,problème réseau
"Le réseau 4G est très faible, chaque jour il baisse davantage. Même envoyer un message devient difficile. C’est honteux. Le monde entier avance et nous on se plaint encore d’Internet. Réglez ce problème ou supprimez-le et laissez-nous tranquilles.;",négatif,problème réseau
Fournissez la fibre dans les daïras puis on parlera des offres.;,positif,N/A
Quel est le nouveau débit et quel est le prix de l’abonnement pour ceux qui sont à 100 Mbps actuellement ?;,positif,N/A
Pourquoi ne signez-vous pas de conventions avec la santé pour les connecter à Internet comme vous l’avez fait avec l’éducation ? C’est ce dont on a besoin. Merci à vous.;,positif,N/A
Comment savoir combien d’internet il me reste et combien de jours ?;,négatif,problème réseau
Le réseau 4G est faible.;,négatif,problème réseau
"Je suis encore avec l’ADSL depuis deux ans, et vous parlez encore de fibre.;",positif,N/A
"Quand vous nous installez la fibre, on parlera.;",positif,N/A
"Et la souffrance continue avec la 4G, trouvez une solution et réduisez la pression sur les antennes.;",négatif,problème réseau
"Nous sommes à Alger, et nous n’avons toujours pas de FTTH.;",neutre,N/A
"Vous publiez une chose sur le site, et sur le terrain c’est autre chose. La ligne ADSL met combien de temps à être installée ?;",neutre,N/A
"Nous souffrons avec la 4G. Regardez-nous un peu, on n’a ni câble en cuivre ni fibre.;",négatif,problème réseau
Augmentez-nous le débit de l’Idoom 4G LTE.;,positif,N/A
Internet fibre est coupée depuis minuit ???;,négatif,problème réseau
"Les abonnés Idoom 4G, vous les avez oubliés. En résumé, on paie et vous nous ignorez, ou bien on vous a transmis de fausses informations disant qu’on ne paie pas. On n’a toujours pas compris votre comportement.;",négatif,facturation
"Ils ne répondent même pas au téléphone, pourquoi !?;",négatif,problème réseau
"Je paie mon abonnement internet et mes factures par paiement électronique, et tout est dans l’espace client, mais ça fait plus d’un an que je ne me suis pas connectée dessus;",négatif,service client
Pourquoi vos agences commerciales ne s’ouvrent-elles pas aux systèmes de paiement modernes comme BaridiMob ou d’autres moyens ? Merci;,positif,N/A
"SVP, l’abonnement ADSL à 2000 DA par mois, il donne droit à combien de mégas ?;",négatif,problème réseau
Pourquoi l’application My Idoom ne fonctionne pas ?;,négatif,problème réseau
"SVP, je n’ai plus de connexion depuis 3 jours alors que j’ai payé, je ne comprends pas pourquoi;",négatif,problème réseau
On nous a volé le câble internet. En déposant plainte on nous dit qu’il n’y a pas de câble disponible. On doit attendre la fibre optique. Quelle solution ?;,négatif,problème réseau
Ce nouvel horaire est-il toujours en vigueur ?;,négatif,autre
Numéro de téléphone s’il vous plaît;,positif,N/A
"J’ai un problème : je suis abonné fibre optique 50 Mbps, mais à chaque test de vitesse je reçois entre 18 et 20 Mbps. Pourtant je paye pour 50. C’est louche, non ?;",négatif,problème réseau
Pourquoi à Bir Touta vous avez installé la fibre dans deux quartiers et les autres rien ?;,négatif,problème réseau
20 Mbps en ADSL à 2600 DA et 100 Mbps en fibre au même prix. Où est la justice ?;,négatif,problème réseau
"J’ai envoyé mes informations en privé, merci de répondre;",positif,N/A
"Depuis que vous avez publié ce post, j’ai eu deux coupures internet hier soir. J’ai la fibre, et avant ça marchait très bien. Aujourd’hui, regarder un film devient un calvaire. Où est le progrès ?;",négatif,problème réseau
Toutes les offres sont pour la fibre. Ceux qui n’en ont pas sont exclus;,positif,N/A
Mon débit a été augmenté mercredi de 10 à 20 Mbps mais le speedtest affiche 15 Mbps;,négatif,problème réseau
Idoom 4G : la connexion est redevenue lente ces 3 derniers jours ?;,négatif,problème réseau
"Rien n’a changé, les 50 Mbps sont en réalité moins que ça;",neutre,N/A
"Que Dieu vous guide. J’ai une ADSL à 10 Mbps, mais je ne dépasse jamais les 2 Mbps;",neutre,N/A
Je suis abonné à l’offre 20 Mbps mais je ne reçois que 15 Mbps;,négatif,problème réseau
Et ceux à 15 Mbps alors ?;,négatif,problème réseau
Répondez en privé pour ne pas oublier les abonnés !;,positif,N/A
Mon débit a été augmenté jeudi mais c’est toujours pareil;,positif,N/A
Et pour les abonnés à idoom 4G LTE ?;,positif,N/A
"J’ai 300 Mbps, mais le test donne seulement 26 Mbps;",négatif,problème réseau
"J’ai une offre à 20 Mbps, est-ce que je peux revenir à 15 Mbps ?;",positif,N/A
"Salam, j’ai une réclamation, merci de répondre en privé;",positif,N/A
"Nous les abonnés par convention, rien du tout. On est oubliés;",neutre,N/A
"J’ai 50 Mbps, et même après redémarrage du modem, rien n’a changé;",neutre,N/A
Pourquoi ne m’avez-vous pas répondu en privé ?;,neutre,N/A
Merci de répondre à ma requête en message privé;,positif,N/A
"Et les abonnés VDSL 100 Mbps, sont-ils concernés ?;",négatif,problème réseau
Et nous les 15 Mbps ?;,négatif,problème réseau
"Je suis bloqué à 7 Mbps, rien ne bouge;",neutre,N/A
Répondez-nous en privé;,positif,N/A
"J’ai toujours les mêmes 20 Mbps, aucune augmentation. J’ai même envoyé un message et je n’ai jamais eu de réponse. Pour info, je suis en fibre avec l’abonnement 20 Mbps;",neutre,N/A
J’ai payé pour 20 Mbps et je me retrouve avec 5 Mbps;,positif,N/A
Et Idoom ADSL ? Rien de nouveau ?;,négatif,problème réseau
"Vous ne vous occupez que des clients fibre, et les clients ADSL ?;",négatif,problème réseau
"Malheureusement, j’ai un abonnement fibre 50 Mbps et je devrais avoir 200 Mbps, mais le maximum reçu est 90 Mbps. Et en plus, le système de paiement est hors service. (Wilaya : Bordj Bou Arréridj);",négatif,problème réseau
Je ne dépasse pas les 20 Mbps;,neutre,N/A
Est-ce que les abonnés ADSL ne sont pas des Algériens ou quoi ?;,neutre,N/A
Omar Nekab;,négatif,offres commerciales
"Rien n’a changé, j’ai un abonnement à 20 Mbps et je reçois à peine 16;",neutre,N/A
J’ai demandé une augmentation de débit via l’espace client depuis plus de 24h mais rien n’a changé;,neutre,N/A
"Sur les 20 Mbps que j’ai, on ne reçoit que 8 dans le meilleur des cas, et on attend toujours la fibre optique;",négatif,problème réseau
"Et nous les abonnés ADSL 10 Mbps ? Aucun changement, même le prix n’a pas baissé;",neutre,N/A
Moi ça reste toujours à 100;,positif,N/A
Merci de répondre à mon message privé;,positif,N/A
"En 4G LTE j’ai à peine 1 Mbps, c’est insuffisant;",négatif,problème réseau
Aucune réponse en message privé;,neutre,N/A
Pourquoi vous ne répondez pas en privé ?;,neutre,N/A
J’ai un abonnement à 20 Mbps mais le test ne dépasse jamais les 10;,négatif,problème réseau
"Je suis encore à 15 Mbps, stable à 10/10;",positif,N/A
"Et les abonnés ADSL, pourquoi n’ont-ils pas eu d’augmentation de 10 à 20 Mbps ?;",positif,N/A
J’ai 50 Mbps mais le speedtest m’affiche à peine 2 Mbps;,négatif,problème réseau
"On subit toujours des coupures continues avec le service Idoom ADSL. Offrez-nous la fibre d’abord, ensuite on verra;",négatif,problème réseau
ADSL Vu;,positif,N/A
Et l’ADSL ? Toujours rien ?;,négatif,problème réseau
Idoom LTE n’est pas concerné ?;,neutre,N/A
Offre inutile avec plus de problèmes que d’avantages. Améliorez le service d’abord;,négatif,offres commerciales
"2200 DA pour 20 Mbps ADSL, c’est trop. Laissez-nous avec les 10 Mbps à 1600 DA. On n’a pas les moyens, c’est du vol clair;",négatif,problème réseau
Et en plus on paie l’abonnement téléphone fixe !;,négatif,facturation
Quand allez-vous installer la fibre dans la nouvelle ville de la commune de Tizi Ouzou ? On souffre avec l’ADSL;,négatif,problème réseau
"Et les utilisateurs de 4G LTE, qu’est-ce qu’ils ont ?!!!!!!;",négatif,problème réseau
"Ça fait deux jours que j’ai augmenté à 20 Mbps via l’application mais rien n’a changé, je ne comprends pas;",neutre,N/A
"Quand la fibre arrivera-t-elle à Hay Yahia Mghouli, Guelma ?;",négatif,problème réseau
